Financial Ratio Edge Case Log
============================================================

ROE | ABB | Dec 2012 | Computed=22.41 | Source=34.90 | Difference=12.49 | Category=DATA_SOURCE_ISSUE
ROE | SUNPHARMA | Mar 2022 | Computed=7.06 | Source=16.70 | Difference=9.64 | Category=DATA_SOURCE_ISSUE
ROE | TATACONSUM | Mar 2016 | Computed=-0.59 | Source=8.32 | Difference=8.91 | Category=DATA_SOURCE_ISSUE
ROCE | TATACONSUM | Mar 2016 | Computed=5.32 | Source=10.60 | Difference=5.28 | Category=FORMULA_DISCREPANCY
ROE | TATAMOTORS | Mar 2013 | Computed=26.51 | Source=49.40 | Difference=22.89 | Category=DATA_SOURCE_ISSUE
ROCE | TATAMOTORS | Mar 2013 | Computed=27.16 | Source=20.10 | Difference=7.06 | Category=FORMULA_DISCREPANCY
ROE | TATAMOTORS | Mar 2014 | Computed=21.42 | Source=49.40 | Difference=27.98 | Category=DATA_SOURCE_ISSUE
ROCE | TATAMOTORS | Mar 2014 | Computed=27.48 | Source=20.10 | Difference=7.38 | Category=FORMULA_DISCREPANCY
ROE | TATAMOTORS | Mar 2015 | Computed=25.01 | Source=49.40 | Difference=24.39 | Category=DATA_SOURCE_ISSUE
ROCE | TATAMOTORS | Mar 2015 | Computed=30.76 | Source=20.10 | Difference=10.66 | Category=FORMULA_DISCREPANCY
ROE | TATAMOTORS | Mar 2016 | Computed=14.79 | Source=49.40 | Difference=34.61 | Category=DATA_SOURCE_ISSUE
ROE | TATAMOTORS | Mar 2017 | Computed=13.02 | Source=49.40 | Difference=36.38 | Category=DATA_SOURCE_ISSUE
ROE | TATAMOTORS | Mar 2018 | Computed=9.53 | Source=49.40 | Difference=39.87 | Category=DATA_SOURCE_ISSUE
ROE | TATAMOTORS | Mar 2019 | Computed=-47.73 | Source=49.40 | Difference=97.13 | Category=DATA_SOURCE_ISSUE
ROCE | TATAMOTORS | Mar 2019 | Computed=-1.22 | Source=20.10 | Difference=21.32 | Category=FORMULA_DISCREPANCY
ROE | TATAMOTORS | Mar 2020 | Computed=-18.98 | Source=49.40 | Difference=68.38 | Category=DATA_SOURCE_ISSUE
ROCE | TATAMOTORS | Mar 2020 | Computed=9.63 | Source=20.10 | Difference=10.47 | Category=FORMULA_DISCREPANCY
ROE | TATAMOTORS | Mar 2021 | Computed=-24.25 | Source=49.40 | Difference=73.65 | Category=DATA_SOURCE_ISSUE
ROCE | TATAMOTORS | Mar 2021 | Computed=10.73 | Source=20.10 | Difference=9.37 | Category=FORMULA_DISCREPANCY
ROE | TATAMOTORS | Mar 2022 | Computed=-25.38 | Source=49.40 | Difference=74.78 | Category=DATA_SOURCE_ISSUE
ROCE | TATAMOTORS | Mar 2022 | Computed=14.21 | Source=20.10 | Difference=5.89 | Category=FORMULA_DISCREPANCY
ROE | TATAMOTORS | Mar 2023 | Computed=5.94 | Source=49.40 | Difference=43.46 | Category=DATA_SOURCE_ISSUE
ROE | TATAMOTORS | Mar 2024 | Computed=37.46 | Source=49.40 | Difference=11.94 | Category=DATA_SOURCE_ISSUE
ROCE | TATAMOTORS | Mar 2024 | Computed=33.93 | Source=20.10 | Difference=13.83 | Category=FORMULA_DISCREPANCY
ROE | TATAPOWER | Mar 2013 | Computed=1.00 | Source=11.30 | Difference=10.30 | Category=DATA_SOURCE_ISSUE
ROE | TATAPOWER | Mar 2014 | Computed=0.10 | Source=11.30 | Difference=11.20 | Category=DATA_SOURCE_ISSUE
ROE | TATAPOWER | Mar 2015 | Computed=3.19 | Source=11.30 | Difference=8.11 | Category=DATA_SOURCE_ISSUE
ROCE | TATAPOWER | Mar 2023 | Computed=16.24 | Source=11.10 | Difference=5.14 | Category=FORMULA_DISCREPANCY
ROCE | TATAPOWER | Mar 2024 | Computed=16.45 | Source=11.10 | Difference=5.35 | Category=FORMULA_DISCREPANCY
ROE | TATASTEEL | Mar 2013 | Computed=-21.28 | Source=6.55 | Difference=27.83 | Category=DATA_SOURCE_ISSUE
ROCE | TATASTEEL | Mar 2014 | Computed=13.83 | Source=7.02 | Difference=6.81 | Category=FORMULA_DISCREPANCY
ROE | TATASTEEL | Mar 2015 | Computed=-12.56 | Source=6.55 | Difference=19.11 | Category=DATA_SOURCE_ISSUE
ROE | TATASTEEL | Mar 2016 | Computed=-1.14 | Source=6.55 | Difference=7.69 | Category=DATA_SOURCE_ISSUE
ROE | TATASTEEL | Mar 2017 | Computed=-11.02 | Source=6.55 | Difference=17.57 | Category=DATA_SOURCE_ISSUE
ROE | TATASTEEL | Mar 2018 | Computed=29.15 | Source=6.55 | Difference=22.60 | Category=DATA_SOURCE_ISSUE
ROCE | TATASTEEL | Mar 2018 | Computed=21.13 | Source=7.02 | Difference=14.11 | Category=FORMULA_DISCREPANCY
ROE | TATASTEEL | Mar 2019 | Computed=13.23 | Source=6.55 | Difference=6.68 | Category=DATA_SOURCE_ISSUE
ROCE | TATASTEEL | Mar 2019 | Computed=18.17 | Source=7.02 | Difference=11.15 | Category=FORMULA_DISCREPANCY
ROCE | TATASTEEL | Mar 2021 | Computed=18.85 | Source=7.02 | Difference=11.83 | Category=FORMULA_DISCREPANCY
ROE | TATASTEEL | Mar 2022 | Computed=36.48 | Source=6.55 | Difference=29.93 | Category=DATA_SOURCE_ISSUE
ROCE | TATASTEEL | Mar 2022 | Computed=34.10 | Source=7.02 | Difference=27.08 | Category=FORMULA_DISCREPANCY
ROCE | TATASTEEL | Mar 2023 | Computed=18.02 | Source=7.02 | Difference=11.00 | Category=FORMULA_DISCREPANCY
ROE | TATASTEEL | Mar 2024 | Computed=-5.33 | Source=6.55 | Difference=11.88 | Category=DATA_SOURCE_ISSUE
ROE | TCS | Mar 2013 | Computed=36.52 | Source=0.52 | Difference=36.00 | Category=DATA_SOURCE_ISSUE
ROCE | TCS | Mar 2013 | Computed=49.43 | Source=64.30 | Difference=14.87 | Category=FORMULA_DISCREPANCY
ROE | TCS | Mar 2014 | Computed=39.30 | Source=0.52 | Difference=38.78 | Category=DATA_SOURCE_ISSUE
ROCE | TCS | Mar 2014 | Computed=54.13 | Source=64.30 | Difference=10.17 | Category=FORMULA_DISCREPANCY
ROE | TCS | Mar 2015 | Computed=39.62 | Source=0.52 | Difference=39.10 | Category=DATA_SOURCE_ISSUE
ROCE | TCS | Mar 2015 | Computed=55.31 | Source=64.30 | Difference=8.99 | Category=FORMULA_DISCREPANCY
ROE | TCS | Mar 2016 | Computed=34.24 | Source=0.52 | Difference=33.72 | Category=DATA_SOURCE_ISSUE
ROCE | TCS | Mar 2016 | Computed=47.34 | Source=64.30 | Difference=16.96 | Category=FORMULA_DISCREPANCY
ROE | TCS | Mar 2017 | Computed=30.57 | Source=0.52 | Difference=30.05 | Category=DATA_SOURCE_ISSUE
ROCE | TCS | Mar 2017 | Computed=42.23 | Source=64.30 | Difference=22.07 | Category=FORMULA_DISCREPANCY
ROE | TCS | Mar 2018 | Computed=30.40 | Source=0.52 | Difference=29.88 | Category=DATA_SOURCE_ISSUE
ROCE | TCS | Mar 2018 | Computed=42.35 | Source=64.30 | Difference=21.95 | Category=FORMULA_DISCREPANCY
ROE | TCS | Mar 2019 | Computed=35.29 | Source=0.52 | Difference=34.77 | Category=DATA_SOURCE_ISSUE
ROCE | TCS | Mar 2019 | Computed=48.95 | Source=64.30 | Difference=15.35 | Category=FORMULA_DISCREPANCY
ROE | TCS | Mar 2020 | Computed=38.57 | Source=0.52 | Difference=38.05 | Category=DATA_SOURCE_ISSUE
ROCE | TCS | Mar 2020 | Computed=50.60 | Source=64.30 | Difference=13.70 | Category=FORMULA_DISCREPANCY
ROE | TCS | Mar 2021 | Computed=37.67 | Source=0.52 | Difference=37.15 | Category=DATA_SOURCE_ISSUE
ROCE | TCS | Mar 2021 | Computed=51.43 | Source=64.30 | Difference=12.87 | Category=FORMULA_DISCREPANCY
ROE | TCS | Mar 2022 | Computed=43.13 | Source=0.52 | Difference=42.61 | Category=DATA_SOURCE_ISSUE
ROCE | TCS | Mar 2022 | Computed=58.87 | Source=64.30 | Difference=5.43 | Category=FORMULA_DISCREPANCY
ROE | TCS | Mar 2023 | Computed=46.78 | Source=0.52 | Difference=46.26 | Category=DATA_SOURCE_ISSUE
ROE | TCS | Mar 2024 | Computed=50.94 | Source=0.52 | Difference=50.42 | Category=DATA_SOURCE_ISSUE
ROE | TECHM | Mar 2013 | Computed=24.09 | Source=8.63 | Difference=15.46 | Category=DATA_SOURCE_ISSUE
ROCE | TECHM | Mar 2013 | Computed=18.82 | Source=11.90 | Difference=6.92 | Category=FORMULA_DISCREPANCY
ROE | TECHM | Mar 2014 | Computed=33.35 | Source=8.63 | Difference=24.72 | Category=DATA_SOURCE_ISSUE
ROCE | TECHM | Mar 2014 | Computed=46.27 | Source=11.90 | Difference=34.37 | Category=FORMULA_DISCREPANCY
ROE | TECHM | Mar 2015 | Computed=21.71 | Source=8.63 | Difference=13.08 | Category=DATA_SOURCE_ISSUE
ROCE | TECHM | Mar 2015 | Computed=33.20 | Source=11.90 | Difference=21.30 | Category=FORMULA_DISCREPANCY
ROE | TECHM | Mar 2016 | Computed=20.75 | Source=8.63 | Difference=12.12 | Category=DATA_SOURCE_ISSUE
ROCE | TECHM | Mar 2016 | Computed=30.05 | Source=11.90 | Difference=18.15 | Category=FORMULA_DISCREPANCY
ROE | TECHM | Mar 2017 | Computed=17.35 | Source=8.63 | Difference=8.72 | Category=DATA_SOURCE_ISSUE
ROCE | TECHM | Mar 2017 | Computed=27.85 | Source=11.90 | Difference=15.95 | Category=FORMULA_DISCREPANCY
ROE | TECHM | Mar 2018 | Computed=20.09 | Source=8.63 | Difference=11.46 | Category=DATA_SOURCE_ISSUE
ROCE | TECHM | Mar 2018 | Computed=28.85 | Source=11.90 | Difference=16.95 | Category=FORMULA_DISCREPANCY
ROE | TECHM | Mar 2019 | Computed=21.14 | Source=8.63 | Difference=12.51 | Category=DATA_SOURCE_ISSUE
ROCE | TECHM | Mar 2019 | Computed=30.54 | Source=11.90 | Difference=18.64 | Category=FORMULA_DISCREPANCY
ROE | TECHM | Mar 2020 | Computed=17.87 | Source=8.63 | Difference=9.24 | Category=DATA_SOURCE_ISSUE
ROCE | TECHM | Mar 2020 | Computed=26.27 | Source=11.90 | Difference=14.37 | Category=FORMULA_DISCREPANCY
ROE | TECHM | Mar 2021 | Computed=17.51 | Source=8.63 | Difference=8.88 | Category=DATA_SOURCE_ISSUE
ROCE | TECHM | Mar 2021 | Computed=27.31 | Source=11.90 | Difference=15.41 | Category=FORMULA_DISCREPANCY
ROE | TECHM | Mar 2022 | Computed=20.94 | Source=8.63 | Difference=12.31 | Category=DATA_SOURCE_ISSUE
ROCE | TECHM | Mar 2022 | Computed=30.96 | Source=11.90 | Difference=19.06 | Category=FORMULA_DISCREPANCY
ROE | TECHM | Mar 2023 | Computed=17.39 | Source=8.63 | Difference=8.76 | Category=DATA_SOURCE_ISSUE
ROCE | TECHM | Mar 2023 | Computed=28.46 | Source=11.90 | Difference=16.56 | Category=FORMULA_DISCREPANCY
ROCE | TECHM | Mar 2024 | Computed=18.60 | Source=11.90 | Difference=6.70 | Category=FORMULA_DISCREPANCY
ROCE | TITAN | Mar 2013 | Computed=56.50 | Source=22.70 | Difference=33.80 | Category=FORMULA_DISCREPANCY
ROCE | TITAN | Mar 2014 | Computed=34.95 | Source=22.70 | Difference=12.25 | Category=FORMULA_DISCREPANCY
ROE | TITAN | Mar 2015 | Computed=26.46 | Source=32.90 | Difference=6.44 | Category=DATA_SOURCE_ISSUE
ROCE | TITAN | Mar 2015 | Computed=38.32 | Source=22.70 | Difference=15.62 | Category=FORMULA_DISCREPANCY
ROE | TITAN | Mar 2016 | Computed=19.25 | Source=32.90 | Difference=13.65 | Category=DATA_SOURCE_ISSUE
ROCE | TITAN | Mar 2016 | Computed=27.85 | Source=22.70 | Difference=5.15 | Category=FORMULA_DISCREPANCY
ROE | TITAN | Mar 2017 | Computed=16.47 | Source=32.90 | Difference=16.43 | Category=DATA_SOURCE_ISSUE
ROE | TITAN | Mar 2018 | Computed=21.65 | Source=32.90 | Difference=11.25 | Category=DATA_SOURCE_ISSUE
ROE | TITAN | Mar 2019 | Computed=22.88 | Source=32.90 | Difference=10.02 | Category=DATA_SOURCE_ISSUE
ROE | TITAN | Mar 2020 | Computed=22.39 | Source=32.90 | Difference=10.51 | Category=DATA_SOURCE_ISSUE
ROE | TITAN | Mar 2021 | Computed=12.99 | Source=32.90 | Difference=19.91 | Category=DATA_SOURCE_ISSUE
ROCE | TITAN | Mar 2021 | Computed=14.50 | Source=22.70 | Difference=8.20 | Category=FORMULA_DISCREPANCY
ROE | TITAN | Mar 2022 | Computed=23.63 | Source=32.90 | Difference=9.27 | Category=DATA_SOURCE_ISSUE
ROE | TITAN | Mar 2023 | Computed=27.63 | Source=32.90 | Difference=5.27 | Category=DATA_SOURCE_ISSUE
ROE | TORNTPHARM | Mar 2013 | Computed=30.59 | Source=24.20 | Difference=6.39 | Category=DATA_SOURCE_ISSUE
ROCE | TORNTPHARM | Mar 2013 | Computed=33.00 | Source=23.20 | Difference=9.80 | Category=FORMULA_DISCREPANCY
ROE | TORNTPHARM | Mar 2014 | Computed=34.89 | Source=24.20 | Difference=10.69 | Category=DATA_SOURCE_ISSUE
ROCE | TORNTPHARM | Mar 2014 | Computed=32.59 | Source=23.20 | Difference=9.39 | Category=FORMULA_DISCREPANCY
ROE | TORNTPHARM | Mar 2015 | Computed=30.15 | Source=24.20 | Difference=5.95 | Category=DATA_SOURCE_ISSUE
ROE | TORNTPHARM | Mar 2016 | Computed=49.60 | Source=24.20 | Difference=25.40 | Category=DATA_SOURCE_ISSUE
ROCE | TORNTPHARM | Mar 2016 | Computed=47.30 | Source=23.20 | Difference=24.10 | Category=FORMULA_DISCREPANCY
ROE | TORNTPHARM | Mar 2018 | Computed=14.67 | Source=24.20 | Difference=9.53 | Category=DATA_SOURCE_ISSUE
ROCE | TORNTPHARM | Mar 2018 | Computed=14.87 | Source=23.20 | Difference=8.33 | Category=FORMULA_DISCREPANCY
ROE | TORNTPHARM | Mar 2019 | Computed=9.23 | Source=24.20 | Difference=14.97 | Category=DATA_SOURCE_ISSUE
ROCE | TORNTPHARM | Mar 2019 | Computed=15.64 | Source=23.20 | Difference=7.56 | Category=FORMULA_DISCREPANCY
ROE | TORNTPHARM | Mar 2022 | Computed=13.05 | Source=24.20 | Difference=11.15 | Category=DATA_SOURCE_ISSUE
ROCE | TORNTPHARM | Mar 2024 | Computed=32.30 | Source=23.20 | Difference=9.10 | Category=FORMULA_DISCREPANCY
ROE | TRENT | Mar 2013 | Computed=-2.19 | Source=27.20 | Difference=29.39 | Category=DATA_SOURCE_ISSUE
ROCE | TRENT | Mar 2013 | Computed=4.00 | Source=23.80 | Difference=19.80 | Category=FORMULA_DISCREPANCY
ROE | TRENT | Mar 2014 | Computed=-1.92 | Source=27.20 | Difference=29.12 | Category=DATA_SOURCE_ISSUE
ROCE | TRENT | Mar 2014 | Computed=6.12 | Source=23.80 | Difference=17.68 | Category=FORMULA_DISCREPANCY
ROE | TRENT | Mar 2015 | Computed=9.07 | Source=27.20 | Difference=18.13 | Category=DATA_SOURCE_ISSUE
ROCE | TRENT | Mar 2015 | Computed=17.53 | Source=23.80 | Difference=6.27 | Category=FORMULA_DISCREPANCY
ROE | TRENT | Mar 2016 | Computed=3.76 | Source=27.20 | Difference=23.44 | Category=DATA_SOURCE_ISSUE
ROCE | TRENT | Mar 2016 | Computed=9.44 | Source=23.80 | Difference=14.36 | Category=FORMULA_DISCREPANCY
ROE | TRENT | Mar 2017 | Computed=5.49 | Source=27.20 | Difference=21.71 | Category=DATA_SOURCE_ISSUE
ROCE | TRENT | Mar 2017 | Computed=11.09 | Source=23.80 | Difference=12.71 | Category=FORMULA_DISCREPANCY
ROE | TRENT | Mar 2018 | Computed=5.45 | Source=27.20 | Difference=21.75 | Category=DATA_SOURCE_ISSUE
ROCE | TRENT | Mar 2018 | Computed=11.83 | Source=23.80 | Difference=11.97 | Category=FORMULA_DISCREPANCY
ROE | TRENT | Mar 2019 | Computed=5.77 | Source=27.20 | Difference=21.43 | Category=DATA_SOURCE_ISSUE
ROCE | TRENT | Mar 2019 | Computed=12.66 | Source=23.80 | Difference=11.14 | Category=FORMULA_DISCREPANCY
ROE | TRENT | Mar 2020 | Computed=4.44 | Source=27.20 | Difference=22.76 | Category=DATA_SOURCE_ISSUE
ROE | TRENT | Mar 2021 | Computed=-7.83 | Source=27.20 | Difference=35.03 | Category=DATA_SOURCE_ISSUE
ROCE | TRENT | Mar 2021 | Computed=11.98 | Source=23.80 | Difference=11.82 | Category=FORMULA_DISCREPANCY
ROE | TRENT | Mar 2022 | Computed=1.48 | Source=27.20 | Difference=25.72 | Category=DATA_SOURCE_ISSUE
ROCE | TRENT | Mar 2022 | Computed=10.54 | Source=23.80 | Difference=13.26 | Category=FORMULA_DISCREPANCY
ROE | TRENT | Mar 2023 | Computed=15.18 | Source=27.20 | Difference=12.02 | Category=DATA_SOURCE_ISSUE
ROE | TRENT | Mar 2024 | Computed=36.31 | Source=27.20 | Difference=9.11 | Category=DATA_SOURCE_ISSUE
ROCE | TRENT | Mar 2024 | Computed=50.85 | Source=23.80 | Difference=27.05 | Category=FORMULA_DISCREPANCY
